,text,toxic,severe_toxic,obscene,threat,insult,identity_hate
43,"RT @Seems3r: ""Tahir Hussain the AAP councilor is behind the murder of my brother, Anti CAA protestors took my brother and three others to tâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
44,"RT @RituRathaur: 26 yr old.Hindu Ankit Sharma, working for IB murdered brutally by xihadi terrorists in #DelhiRiots
His Body was found in aâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
45,"RT @HoomanShashank: And They Killed Me.... ðŸ¥€

#ArrestTahirHussain
#ArrestSwaraBhasker
#ArrestRanaAyubb 
#Arrest_Sonia_Gandhi 
#ArrestDeshadâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
46,"RT @Aish17aer: So, AAP leader Mohammad Tahir Hussain was leading the mob &amp; the IB officer was dragged out and killed on the streets and theâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
47,"RT @NehaChansoria: Images from rooftop of house of Tahir Hussain. Petrol Bombs and bricks in sacks.

#DelhiRiots2020 #DelhiBurns #Delhigenoâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
48,"RT @nytimesworld: Behind the violence in India, Muslims and others point to a firebrand Hindu nationalist politician seeking a comeback httâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
49,"RT @VoiceOfAxom: This video is from near Tahir Hussain's house where IB officer Ankit Sharma was killed &amp; dumped in the drain. 

#ArrestTahâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
50,"RT @saahilmenghani: #WATCH 

ðŸ‘‰""Goli maaro ___ ko"" &amp; ""Hindustan mein rehna hoga toh jai shri ram kehna hoga"" SLOGANS being raised in front oâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
51,"RT @saahilmenghani: ðŸ‘‰Another video from Maujpur.

ðŸ‘‰WATCH how policemen are standing as mute spectators amidst stone pelting.

ðŸ‘‰Putting moreâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
52,"RT @Nehr_who: Delhi under Amit shah saw

- Voilence at JAMIA 
- Violence at JNU
- Vandalism at JAMIA Campus
- Gopal Sharma firing at Studenâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
53,#Pakistan #DelhiViolance #DelhiRiotTruth #Rohri #DelhiViolence #Taliban https://t.co/xtHD5EbH4I,1.0,0.0,0.0,0.0,0.0,0.0
54,"RT @AMIT_GUJJU: "" 0:28 to 0:31 listen carefully ""

Family of ankit sharma saying ""mohmmadian aa gaye the""

Muslim Lynch Mobs are dragging aâ€¦",1.0,0.0,0.0,0.0,0.0,1.0
55,"RT @zoo_bear: Hello @ANI, Here is a one such video of people pelting stones in Maujpur Area.  
There are several police personals standingâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
56,"RT @seriousfunnyguy: For a few lacs, these actors spew venom, without realizing what it may result in!

It all started from here! Constableâ€¦",0.0,0.0,0.0,0.0,1.0,0.0
57,"RT @OpIndia_com: Propaganda website AltNews gives clean chit to Tahir Hussain, prime accused in Ankit Sharma murder, based on shoddy â€˜evideâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
58,"RT @SaniaAhmad1111: Just look at this young boy ransacking the bakery of a Muslim in Maujpur. Won't be more than 13-14 years old, I guess.â€¦",0.0,0.0,0.0,0.0,0.0,0.0
59,"RT @JMehta65: Mr. Javed Akhtar, Tahir Hussein's goons have stabbed Ankit Sharma 400 times..Repeat FOUR HUNDRED times..This is worst than baâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
60,"RT @one_by_two: Not fair na!

You burn Delhi then blame Kejriwal for the air pollution??

#DelhiBurns #DelhiRiots",0.0,0.0,0.0,0.0,0.0,0.0
61,"RT @Iyervval: If what Kapil Mishra said is incitement, why is this not incitement?",0.0,0.0,0.0,0.0,0.0,0.0
62,"RT @AmiSri: Mob of Muslims are breaking inside Hindu houses and attacking women, kids mercilessly. My friend Amit Jain's family is  trappedâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
63,"Court notes that the police officer present in Kapil Mishra's video is DCP North East, Surya.

#DelhiHighCourt
#DelhiRiots",0.0,0.0,0.0,0.0,0.0,0.0
64,"RT @mohitkaushik481: #DangeKaSachOnZee 
Thanku so much sir for reporting this area, vrna to yaha bura haal tha bias reporting se. ðŸ‘ðŸ‘We gladâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
65,"RT @ShaheenBagh_: WATCH : Violence under MAUJPUR METRO station

RSS /BJP PRO CAA Goons beating up Anti CAA Protestors.

Again.. Where is @Dâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
66,"RT @NrcProtest: UPDATE : Seelampur-Jafrabad

heavy police deployment. Request mobilisation

Video by â¦@ShashwatDas2â©
(8:31 AM //23.02.2020)â€¦",0.0,0.0,0.0,0.0,0.0,0.0
67,"RT @ndtv: Watch | ""He was beaten, killed and thrown into a sewer"": Family's account of mob attack during DelhiViolence.  

Read more here:â€¦",0.0,0.0,0.0,0.0,0.0,0.0
68,"RT @saahilmenghani: I am moving to Maujpur &amp; then to Babarpur.

If you have any known person who's stuck there and who's unrecheable &amp;  youâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
69,"RT @yunusM: Mob damaging loud speakers of a Masjid and putting saffron &amp; India flag on tye Minaret #Delhi 

 Genocide taking place in Delhiâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
70,RT @abhishekangad: Intelligence Bureau Security Assistant Ankit Sharma's body recovered Wednesday afternoon. His body was pulled out from Câ€¦,0.0,0.0,0.0,0.0,0.0,0.0
71,"RT @PBNS_India: PBNS Breaking: 
Police complaints filed against The Wall Street Journal @WSJ with @DelhiPolice &amp; Maharashtra Police for ""deâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
72,"RT @ahmetapa_: 1- My #Pakistani brothers, #Azerbaijani brothers, all that want to rush here (#Turkey) from #Qatar, #Yemen, #Sudan, #Somailaâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
73,@madni31's account has been withheld in India in response to a legal demand. Learn more.,0.0,0.0,0.0,0.0,0.0,0.0
74,"RT @amitmalviya: I have been saying all along that role of Arvind Kejriwal, AAP MLAs and their cadres must be investigated in Delhi riots.â€¦",0.0,0.0,0.0,0.0,0.0,0.0
75,"RT @ThePeopleOfIN: Pro-CAA protestors throwing stones in Maujpur area in presence of police 
#SayNoToNPR #BharatBandh
 https://t.co/ERog8szâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
76,"RT @saahilmenghani: ðŸ‘‰Another video from Maujpur.

ðŸ‘‰WATCH how policemen are standing as mute spectators amidst stone pelting.

ðŸ‘‰Putting moreâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
77,RT @pindropviolence: Watch this heart-wrenching video of a Muslim family fearing for their lives as they take shelter on the terrace whileâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
78,RT @PR1CELES5: Completed the picture! #DelhiBurning #DelhiViolence #Jafrabad https://t.co/zUkUOufJIq,0.0,0.0,0.0,0.0,0.0,0.0
79,"RT @advmonikaarora: Jehadi-communist nexus:
-blocked road at Shaheen Bagh
-gave Jinnah wali Azadi slogans
-Blocked Metro Station
-Did stoneâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
80,RT @steve_hanke: .@narendramodi has bigger issues than the #TrumpIndiaVisit. #Hindutva mobs are vandalizing a mosque in #Delhi. #ModiMadnesâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
81,RT @abhishekangad: Intelligence Bureau Security Assistant Ankit Sharma's body recovered Wednesday afternoon. His body was pulled out from Câ€¦,0.0,0.0,0.0,0.0,0.0,0.0
82,RT @PrinceArihan: Autopsy report on Ankit Sharma  IB officer brutal murder states that he was stabbed 400 times. This is barbaric. This canâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
83,"RT @Shaheenbaghoff1: UPDATE: Delhi 26.02.2020 2am

Situation at Al Hind Hospital, where ambulances were not being allowed entry and medicalâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
84,"RT @gunjakapoor: As women at Shaheen Bagh pulled my hair &amp; robbed me, women anchors from 'We the People' media house called me choicest namâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
85,"RT @imMAK02: How to trust these types of friends anymore?? 

""Don't bring politics into friendship"" is a bullshit idea... 

ALWAYS choose aâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
86,"RT @ANI: Delhi: Stone pelting between two groups in Maujpur area, tear gas shells fired by Police. https://t.co/Yj3mCFSsYk",0.0,0.0,0.0,0.0,0.0,0.0
87,RT @KhushiText: Many scumbags with Hindu names asking to arrest Kapil Mishra only for asking police to clear the roads from illegal occupatâ€¦,0.0,0.0,0.0,0.0,1.0,0.0
88,"RT @ThePeopleOfIN: Pro-CAA protestors throwing stones in Maujpur area in presence of police 
#SayNoToNPR #BharatBandh
 https://t.co/ERog8szâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
89,"RT @OvaisSultanKhan: #SOS: Delhi Police and Paramilitary Forces did 'Flag March' in Noor e Ilahi and they left.

After that right wing goonâ€¦",1.0,0.0,0.0,0.0,0.0,0.0
90,@GautamGambhir @hgodaraRLP @ArvindKejriwal I support kapil mishra,0.0,0.0,0.0,0.0,0.0,0.0
91,"RT @hemirdesai: People came in support of CAA at Maujpur Area DELHI

But Anti #CAA People could not see ppl coming in Support n they starteâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
92,@JPNadda @narendramodi Aaj logon ke sabra ka band toot gaya hai Maujpur me CAA ke samarthan me logon ne dharna diyaâ€¦ https://t.co/T6w1IZpLGD,0.0,0.0,0.0,0.0,0.0,0.0
93,RT @PrinceArihan: The gruesome murder of IB officer Ankit Sharma is the last straw of tolerance that India must have towards Islamic radicaâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
94,"RT @salonayyy: Sab bolenge ye joke karne ka time nahi hai par mujhe bas yehi aata hai. Itne provoking videos aa rahe hain har taraf se, unsâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
95,@ZaidZamanHamid's account has been withheld in India in response to a legal demand. Learn more.,0.0,0.0,0.0,0.0,0.0,0.0
96,"RT @zoo_bear: Hello @ANI, Here is a one such video of people pelting stones in Maujpur Area.  
There are several police personals standingâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
97,"RT @UdaySRana: I was at #Jaffrabad today, here's what happened -

Somewhere between 4 and 4:30, a pro CAA crowd gathered near Maujpur-Babarâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
98,"RT @UnSubtleDesi: One cut off his own Kalawa, another, removed â€˜Sri Ramâ€™ sticker from his bike: A tale of Maujpurâ€™s Dara Hua Hindus

My repâ€¦",1.0,0.0,0.0,0.0,0.0,1.0
99,RT @ZafarAafaq: Right-wing vandals attacked car of a Muslim cleric on Monday in Maujpur Jafarabad in New Delhi. Here the victim recounts thâ€¦,0.0,0.0,0.0,0.0,0.0,1.0
100,"RT @NaanOfficialBC: First check the video posted by @pokershash . 
&amp;
Now watch this video - You ll see the *Body* which is mentioned on theâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
101,"RT @BDUTT: Trump was in Delhi and the world was watching. But with #Delhiriots, and 13 dead in targeted mob violence, it was the the politiâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
102,RT @ramindesai: Finally! FIR filed against 3 @WSJ journalists for spreading fake news on the death of IB officer Ankit Sharma. Finally! Weâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
103,"RT @barandbench: @KapilMishra_IND @DelhiPolice @TheRahulMehra @LtGovDelhi @BJP4India Before you start watching the clip, this is the clip wâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
104,"RT @MunmunSahani: Give me one reason why @DelhiPolice should not arrest Kapil Mishra??
Find out the main culprit
""Desh ki asli gaddaro ko jâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
105,"RT @DOCTORATLARGE: People butchered, lives lost, families shattered. And the only people responsible are those who have for months been poiâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
106,RT @Swamy39: The govt needs to clarify if IB officer Sharma was targeted and killed at the behest of Aapâ€™s Tahir because Sharma was tailingâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
107,"RT @NrcProtest: WATCH : Violence under maujpur station

RSS / BJP PRO CAA Goons beating up Anti CAA Protestors 

(5:45 PM // 23.02.2020)
Viâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
108,"RT @Shaheenbaghoff1: Update Ashok Nagar, Delhi 6.00pm: A mosque has been vandalised by Hindutva terror forces, as they brazenly revisit theâ€¦",1.0,0.0,0.0,0.0,0.0,1.0
109,"RT @LillyMaryPinto: 2 Hindu boys were rescued by @DelhiPolice  from lynching by MusIim mob
#DelhiRiots https://t.co/vgO0mKzOL3",0.0,0.0,0.0,0.0,0.0,0.0
110,"RT @doamuslims: A mosque in #Gokalpuri burned down by Hindutva extremist mob during their rampage in #Delhi city. 

#India #Islamophobia #Dâ€¦",1.0,0.0,0.0,0.0,0.0,1.0
111,"RT @zoo_bear: @ANI Hello @ANI, Here is a one such video of people pelting stones in Maujpur Area.  
There are several police personals stanâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
112,"RT @MrsGandhi: You would stab a person 400 times &amp; rip apart his intestines in 'self defense'??

#Tahir_Hussain_Terrorist",0.0,0.0,0.0,0.0,0.0,0.0
113,"RT @LiveLawIndia: The petition seeking clearance of Shaheen Bagh road blockade has been adjourned till March 20.

The bench said it will exâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
114,"RT @TimesNow: A large number of people protesting against CAA have gathered outside Delhiâ€™s Jaffrabad metro station blocking road no. 66, wâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
115,RT @KhushiText: Many scumbags with Hindu names asking to arrest Kapil Mishra only for asking police to clear the roads from illegal occupatâ€¦,0.0,0.0,0.0,0.0,1.0,0.0
116,"RT @theskindoctor13: Regarding #DelhiRiots, right has already lost the war of narratives. Left has successfully projected it worldwide as aâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
117,RT @indiantweeter: Kapil Mishra ke statement Mei inflammatory batane wale ko 5 Rs ka inaam @dhaval241086 ki taraf se,0.0,0.0,0.0,0.0,0.0,0.0
118,RT @Iyervval: Hey @DelhiPolice hope youâ€™re monitoring social media? Actual residents are complaining about @PinjraTod having planned &amp; foisâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
119,"RT @NrcProtest: ATTENTION : Call for Volunteers

Doctors, Lawyers, Journalists or anyone who wants to help can fill this form. 

Spread thiâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
120,"RT @erbmjha: Ratan Lal, Ankit Sharma Killed By Muslim Lynch Mob In Delhi But Kejriwal Blames Police

This Is Why Ratan Lal's Family Refusedâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
121,"RT @rahulpandita: Here is a resident of Moonga Nagar who saw it all on Monday and Tuesday. The IB sleuth Ankit Sharma was dragged by a mob,â€¦",0.0,0.0,0.0,0.0,0.0,0.0
122,"RT @theskindoctor13: Now a girl's body and burnt undergarments have been found in the Nalla outside #TahirHussain's house.

Crime scene isâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
123,"RT @Aabhas24: 3)Your brothers @warispathan #SharjeelImam @KhanAmanatullah threat Hindus &amp; incite Muslims.
4)After #SC interventions u guysâ€¦",1.0,0.0,0.0,0.0,0.0,1.0
124,RT @MrsGandhi: AamAadmiParty MLA @Saurabh_MLAgk demanding that a narco analysis test must be done on cops to really know who is responsibleâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
125,"RT @RuchiraC: This is so heartbreaking. This mad lust for blood, this violence helps no one. Stop this mayhem. #DelhiBurning https://t.co/Sâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
126,RT @abhisar_sharma: Justice for Ankit sharma demands it,0.0,0.0,0.0,0.0,0.0,0.0
127,"RT @SECULARINDIAN72: #ArrestKapilMishra for hate speech &amp; public safety act!!
#Jafrabad
 https://t.co/6LP0AWwnYX",0.0,0.0,0.0,0.0,0.0,0.0
128,"RT @Shaheenbaghoff1: Today afternoon, @KapilMishra_IND decided to issue a warning on camera in front of @DelhiPolice to the peaceful protesâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
129,"RT @mvmeet: Few names of the Hindus who were killed by peacefuls in Delhi

* Ratan Lal

* Deepak

* Vinod

* Ankit Sharma

* Dilwar Singh Nâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
130,RT @IndianExpress: Delhi violence: Toll rises to 32; MEA urges US body to refrain from â€˜irresponsible commentsâ€™. Follow LIVE updates here:â€¦,0.0,0.0,0.0,0.0,0.0,0.0
131,RT @BDUTT: Very disturbing reports of mob violence from Maujpur in Delhi. Am getting desperate audio notes from residents who say mobs areâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
132,"RT @HJSMumbai: Delhi : Anti-CAA protestors now block road near Jafrabad metro station: On Saturday (22 Feb), a group of over 500 Muslim womâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
133,"RT @AdityaMenon22: Sad that AAP suspended Tahir Hussain, who according to its own leaders like Sanjay Singh, was only defending himself.â€¦",0.0,0.0,0.0,0.0,0.0,0.0
134,"RT @ThePeopleOfIN: Fresh firing and arson in Mustafabad area close to Yamuna Vihar. According to security officials and locals, a mosque haâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
135,"RT @ReallySwara: Repeat after me..
#DelhiBurning is NOT a clash.
Clash implies equality between both sides.. if you cannot see this you areâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
136,"RT @abhijitmajumder: Ankit Sharma. Gathered intelligence to protect this nation.
In this nation, he is dragged by 40-50 people, undressed,â€¦",0.0,0.0,0.0,0.0,0.0,0.0
137,"RT @imMAK02: Watch this video.

These terrorists are roaming freely on the street of Delhi and spreading violence and shouting Jai Sri Ram.â€¦",0.0,0.0,0.0,0.0,0.0,1.0
138,"RT @UnSubtleDesi: Last respects being paid to martyr Ankit Sharma amidst chants of Bharat Mata Ki Jai 

@OpIndia_com https://t.co/4JEqfF8Elm",0.0,0.0,0.0,0.0,0.0,0.0
139,"RT @Supriya23bh: Congress leaders delegation, led by partyâ€™s chief Mrs Sonia Gandhi, to meet President Kovind at 12 noon tomorrow #DelhiRioâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
140,"RT @SharmaKhemchand: Mr. Javed Akhtar : So many killed , so many injured , so many house burned , so many shops looted so many people turneâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
141,"RT @Javedakhtarjadu: So many killed , so many injured , so many house burned , so many shops looted so many people turned destitutes but  pâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
142,RT @sunandavashisht: Dear @DelhiPolice I see TV crews and reporters roaming everywhere in Tahir Hussainâ€™s house. I saw them touching objectâ€¦,0.0,0.0,0.0,0.0,0.0,0.0
143,RT @KenRoth: The latest round of sectarian violence in Delhi began when a local Hindu nationalist politician (photo) insisted that police râ€¦,0.0,0.0,0.0,0.0,0.0,0.0
144,"RT @NrcProtest: UPDATE : Jarfabad 

Stone pelting by pro-CAA men in Delhi's Maujpur IN FRONT OF POLICEMEN. 

Video by @saahilmenghani 
httpâ€¦",0.0,0.0,0.0,0.0,0.0,0.0
